ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent,ProductCategory_Laptops,ProductCategory_Smart Watches,ProductCategory_Smartphones,ProductCategory_Tablets,ProductBrand_HP,ProductBrand_Other Brands,ProductBrand_Samsung,ProductBrand_Sony,PriceRange_Low,PriceRange_Medium,PriceRange_High,PriceRange_Very High,Cluster
2303.116596130776,47,1,4,3,1,False,False,False,False,True,False,False,False,False,False,True,False,1
2618.423157158488,60,1,18,5,1,False,True,False,False,False,False,False,False,False,False,False,True,1
660.132983195642,29,1,9,1,0,False,False,True,False,False,False,True,False,False,False,False,False,2
1568.823404515806,41,1,17,3,1,False,False,False,True,False,False,False,True,False,True,False,False,3
2164.422876906346,21,0,16,3,0,True,False,False,False,False,False,True,False,False,False,True,False,2
364.19049763848017,33,1,17,4,1,False,True,False,False,False,False,False,True,False,False,False,False,3
1513.5041070427055,49,1,1,5,1,False,False,True,False,False,False,False,False,False,True,False,False,0
1172.248335400585,57,0,9,2,0,True,False,False,False,False,False,True,False,True,False,False,False,2
1012.1081059199164,26,0,18,5,0,False,False,False,True,False,True,False,False,True,False,False,False,0
1283.7024652961493,21,1,4,4,1,False,True,False,False,False,False,False,True,False,True,False,False,3
2828.711372651023,19,1,12,2,0,False,False,True,False,True,False,False,False,False,False,False,True,1
202.4653977933268,18,0,1,5,0,False,False,True,False,True,False,False,False,False,False,False,False,1
551.4949064847992,27,1,5,4,1,False,True,False,False,False,False,True,False,False,False,False,False,2
2674.5475999615637,51,0,19,2,0,False,True,False,False,False,False,True,False,False,False,False,True,2
803.5864283952769,25,0,6,5,0,True,False,False,False,False,True,False,False,True,False,False,False,0
2721.57863227861,25,1,15,3,0,False,False,False,True,False,False,False,True,False,False,False,True,3
468.4546849683096,69,0,2,3,0,False,False,False,True,False,False,False,False,False,False,False,False,0
1836.615958725286,67,0,10,2,0,False,False,False,False,False,True,False,False,False,False,True,False,0
1659.246074043603,44,1,17,5,1,False,True,False,False,False,False,False,True,False,True,False,False,3
2093.9952113395857,69,0,11,3,0,False,False,False,True,False,True,False,False,False,False,True,False,0
585.7831178887856,33,1,11,4,1,True,False,False,False,False,False,False,False,False,False,False,False,0
2724.6530347420517,67,0,3,1,0,False,False,True,False,False,True,False,False,False,False,False,True,0
1360.8525588751738,37,0,17,5,1,False,True,False,False,False,False,False,False,False,True,False,False,0
2956.233181351217,24,0,9,5,0,False,False,True,False,True,False,False,False,False,False,False,True,1
750.9570883233584,23,0,17,5,0,False,False,False,True,False,False,False,False,True,False,False,False,0
2130.7860102308196,28,0,19,2,0,False,True,False,False,False,True,False,False,False,False,True,False,0
385.2980221530637,22,1,7,4,1,False,True,False,False,False,False,False,True,False,False,False,False,3
2865.4575424544582,61,0,19,5,1,False,True,False,False,False,False,False,True,False,False,False,True,3
1975.582755196506,19,1,4,1,0,False,True,False,False,False,False,True,False,False,False,True,False,2
2559.972025462975,67,1,16,5,1,False,False,False,False,True,False,False,False,False,False,False,True,1
1613.4590505446265,25,1,2,2,0,False,True,False,False,False,True,False,False,False,True,False,False,0
1500.030111824888,62,0,3,3,0,False,False,False,True,False,False,True,False,False,True,False,False,2
1969.6545621764624,35,0,10,1,0,False,False,True,False,False,True,False,False,False,False,True,False,0
262.1532767012959,41,1,18,4,1,False,False,False,True,False,True,False,False,False,False,False,False,0
1797.2982467754682,33,0,1,4,1,False,False,False,True,False,True,False,False,False,True,False,False,0
789.3074817382742,42,1,16,4,1,False,False,True,False,False,False,False,True,True,False,False,False,3
826.6047852365798,26,0,14,5,0,False,False,True,False,False,False,False,False,True,False,False,False,0
2351.62742300165,53,0,12,4,1,False,False,False,False,False,False,False,False,False,False,True,False,1
1227.804031228086,51,0,18,1,0,False,True,False,False,False,False,False,True,False,True,False,False,3
124.8272897450507,68,1,3,3,1,False,True,False,False,False,False,False,True,False,False,False,False,3
1111.6083652815587,53,0,6,3,0,False,False,False,True,True,False,False,False,True,False,False,False,1
2647.021562406322,60,0,5,2,0,False,False,True,False,False,False,True,False,False,False,False,True,2
1351.257829183865,67,1,13,1,1,False,False,False,True,False,False,False,True,False,True,False,False,3
233.6745297715764,69,0,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0
1191.1999374916877,68,0,11,5,1,False,False,False,True,False,False,False,False,True,False,False,False,0
2487.8792930551213,57,1,17,2,1,False,False,False,False,False,False,True,False,False,False,False,True,2
1261.535157368096,65,1,10,5,1,False,False,False,False,False,False,False,True,False,True,False,False,3
109.28990807512898,37,1,14,4,1,True,False,False,False,False,False,False,False,False,False,False,False,0
2506.175754907102,55,1,15,4,1,False,False,False,False,False,False,True,False,False,False,False,True,2
2679.3341228366403,64,0,13,1,0,False,True,False,False,False,False,True,False,False,False,False,True,2
1237.469184528068,48,0,3,2,0,False,False,False,True,True,False,False,False,False,True,False,False,1
2679.3034245803124,25,1,14,4,1,False,True,False,False,True,False,False,False,False,False,False,True,1
409.9001007860951,46,0,19,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0
1505.0060063198766,27,1,14,2,0,False,False,False,False,False,False,False,False,False,True,False,False,0
223.06840256621987,55,0,13,5,1,False,True,False,False,False,False,False,True,False,False,False,False,3
1374.365141788454,48,1,11,4,1,False,True,False,False,False,False,False,False,False,True,False,False,0
1505.999434916964,53,1,12,3,1,False,False,False,False,False,False,True,False,False,True,False,False,2
1678.637668454201,30,1,16,3,0,False,False,False,False,False,True,False,False,False,True,False,False,0
224.4303474526278,51,0,13,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0
2509.9505692922,50,0,18,3,0,False,False,False,False,False,False,True,False,False,False,False,True,2
1186.2486718027965,47,1,5,5,1,True,False,False,False,False,False,True,False,True,False,False,False,2
2866.7931990800776,69,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,True,1
2761.429390181537,45,0,11,4,1,False,False,False,False,True,False,False,False,False,False,False,True,1
2335.0390105651386,53,0,1,3,0,True,False,False,False,True,False,False,False,False,False,True,False,1
1531.7353152746998,64,1,9,3,1,False,True,False,False,False,False,False,True,False,True,False,False,3
2315.520847632006,25,0,12,2,0,True,False,False,False,False,True,False,False,False,False,True,False,0
2775.551511545713,56,1,15,4,1,False,False,False,True,False,True,False,False,False,False,False,True,0
853.2988944490827,58,1,18,5,1,False,False,False,False,True,False,False,False,True,False,False,False,1
576.7247113478368,28,1,5,5,1,True,False,False,False,False,False,False,True,False,False,False,False,3
492.36298431923336,42,1,17,4,1,False,False,False,False,False,True,False,False,False,False,False,False,0
2403.957553340061,65,0,4,2,0,False,True,False,False,False,True,False,False,False,False,False,True,0
2709.9467523392004,63,0,17,4,1,False,False,True,False,False,False,False,True,False,False,False,True,3
1966.8083835418656,45,0,15,1,0,False,False,False,False,False,False,True,False,False,False,True,False,2
1950.151112343442,30,0,19,2,0,True,False,False,False,False,False,False,True,False,False,True,False,3
2765.7383053925237,56,1,8,2,1,False,True,False,False,False,False,False,False,False,False,False,True,1
1929.6955318207756,25,0,4,5,0,False,False,False,True,True,False,False,False,False,False,True,False,1
2843.819525046022,25,0,19,5,0,True,False,False,False,False,False,False,True,False,False,False,True,3
2315.6767355229026,21,1,16,3,0,False,False,False,False,False,False,False,True,False,False,True,False,3
1478.5295189680994,45,0,18,3,0,True,False,False,False,False,True,False,False,False,True,False,False,0
2432.4615991254886,53,1,13,1,1,False,False,False,True,False,False,False,False,False,False,False,True,1
2584.5296482255976,38,0,9,1,0,True,False,False,False,False,True,False,False,False,False,False,True,0
1984.015783673458,67,1,14,3,1,True,False,False,False,True,False,False,False,False,False,True,False,1
1395.0931103444625,31,0,4,4,1,False,False,True,False,True,False,False,False,False,True,False,False,1
2096.721431458816,46,0,14,3,0,False,False,False,False,False,False,False,True,False,False,True,False,3
2446.9218997818625,46,0,7,4,1,False,False,False,True,True,False,False,False,False,False,False,True,1
1479.706109542381,38,1,6,5,1,False,False,True,False,True,False,False,False,False,True,False,False,1
2578.6241108513013,56,0,16,1,0,False,True,False,False,False,False,False,True,False,False,False,True,3
565.0344341017734,20,0,7,3,0,True,False,False,False,False,False,False,False,False,False,False,False,0
1615.6047000199003,19,1,12,2,0,True,False,False,False,False,False,False,True,False,True,False,False,3
1375.7755520320643,33,1,7,3,1,False,False,True,False,False,False,False,False,False,True,False,False,0
1704.3833056430387,47,0,8,3,0,False,False,True,False,False,False,False,True,False,True,False,False,3
2566.697118430726,21,1,2,3,0,False,False,False,False,False,False,True,False,False,False,False,True,2
2574.2493744621306,60,1,8,5,1,False,False,True,False,False,True,False,False,False,False,False,True,0
1019.437435539791,28,1,6,3,0,False,False,False,False,False,False,True,False,True,False,False,False,2
1405.3517096508644,28,0,10,2,0,False,True,False,False,False,False,True,False,False,True,False,False,2
772.3063687282204,18,1,11,2,0,False,False,False,True,False,False,False,True,True,False,False,False,3
2723.0553681347196,48,0,17,1,0,False,False,True,False,False,False,True,False,False,False,False,True,2
383.8143936346533,60,1,10,3,1,False,False,False,True,False,False,False,True,False,False,False,False,3
1913.8773969026108,27,0,11,2,0,False,False,False,False,False,True,False,False,False,False,True,False,0
2782.6474891245784,32,0,19,5,1,False,True,False,False,False,False,True,False,False,False,False,True,2
466.83120320422705,42,1,18,4,1,False,False,True,False,False,True,False,False,False,False,False,False,0
1048.8250188239565,51,0,3,5,1,False,False,True,False,True,False,False,False,True,False,False,False,1
1806.0570221521632,49,0,8,2,0,False,True,False,False,False,False,True,False,False,True,False,False,2
2865.1876590026327,65,1,7,5,1,False,False,False,True,False,True,False,False,False,False,False,True,0
1481.546199983753,42,0,18,4,1,False,False,True,False,False,True,False,False,False,True,False,False,0
233.2655319086016,36,1,11,2,1,False,True,False,False,False,False,False,False,False,False,False,False,0
2090.798833907924,66,1,18,5,1,False,False,True,False,True,False,False,False,False,False,True,False,1
1468.9669599162746,33,0,14,1,0,True,False,False,False,True,False,False,False,False,True,False,False,1
731.4370941764115,19,1,19,3,0,False,False,False,False,True,False,False,False,True,False,False,False,1
2983.494261829323,41,0,11,2,0,True,False,False,False,False,False,False,True,False,False,False,True,3
1997.9179888285212,38,0,10,4,1,False,False,True,False,False,False,True,False,False,False,True,False,2
1206.7120470825023,20,0,1,1,0,False,False,True,False,False,False,False,True,True,False,False,False,3
1752.1573382093582,51,1,6,3,1,True,False,False,False,False,False,False,False,False,True,False,False,0
936.4659101132988,58,0,10,4,1,False,False,True,False,False,False,True,False,True,False,False,False,2
420.50198491131266,60,0,13,5,1,False,True,False,False,False,False,False,True,False,False,False,False,3
2291.5266503266093,66,1,17,1,1,False,False,True,False,False,False,False,False,False,False,True,False,1
2441.3913968901543,59,0,1,4,1,False,True,False,False,True,False,False,False,False,False,False,True,1
345.794948671479,23,1,8,4,1,False,False,False,True,False,False,False,True,False,False,False,False,3
832.2568828364172,55,1,7,3,1,False,False,False,False,False,True,False,False,True,False,False,False,0
1667.943513750575,18,1,19,5,1,False,False,False,True,True,False,False,False,False,True,False,False,1
330.12003630302024,47,1,8,1,1,True,False,False,False,True,False,False,False,False,False,False,False,1
2884.8734423338365,50,0,11,5,1,False,True,False,False,False,False,False,False,False,False,False,True,1
162.87623923022613,40,1,8,5,1,False,True,False,False,False,True,False,False,False,False,False,False,0
1636.489675630084,42,0,19,4,1,False,False,False,False,True,False,False,False,False,True,False,False,1
1402.744497621219,57,0,8,4,1,False,False,False,False,False,False,True,False,False,True,False,False,2
1951.518407666512,21,1,10,3,0,False,False,False,True,True,False,False,False,False,False,True,False,1
1909.92069511967,26,1,18,3,0,False,False,True,False,True,False,False,False,False,False,True,False,1
351.3871156538159,69,0,8,1,0,False,False,True,False,True,False,False,False,False,False,False,False,1
1488.2453992869573,56,1,3,1,1,False,False,False,False,False,False,False,True,False,True,False,False,3
1674.8073744116757,45,1,7,1,1,False,False,True,False,False,False,False,False,False,True,False,False,0
782.2358143367167,39,1,4,3,1,False,True,False,False,False,True,False,False,True,False,False,False,0
400.464165086736,42,1,19,2,1,False,False,False,False,False,False,False,False,False,False,False,False,0
1508.4845582598707,50,0,5,3,0,False,False,False,False,False,False,False,True,False,True,False,False,3
906.067430346667,67,0,2,2,0,False,False,False,False,False,True,False,False,True,False,False,False,0
510.1413418549664,21,1,13,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0
2994.1742125666256,22,1,4,3,0,False,False,False,False,False,False,True,False,False,False,False,True,2
979.329985871985,58,0,5,3,0,False,False,False,True,False,True,False,False,True,False,False,False,0
941.6391260814772,34,0,3,5,1,True,False,False,False,True,False,False,False,True,False,False,False,1
139.04013446607513,38,1,4,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0
785.5687269456176,25,0,15,4,0,False,True,False,False,True,False,False,False,True,False,False,False,1
1152.8754139299526,30,0,12,1,0,False,False,True,False,False,False,True,False,True,False,False,False,2
178.22928714724907,25,0,15,4,0,False,False,True,False,False,False,False,True,False,False,False,False,3
2971.874535398601,27,1,15,3,0,True,False,False,False,False,False,True,False,False,False,False,True,2
2195.7516492435866,42,1,3,3,1,True,False,False,False,False,False,True,False,False,False,True,False,2
1222.9421230104956,47,0,17,3,0,False,True,False,False,True,False,False,False,True,False,False,False,1
2834.3363657450313,20,0,19,2,0,False,False,False,True,False,False,True,False,False,False,False,True,2
2805.299985108147,26,0,4,5,0,True,False,False,False,True,False,False,False,False,False,False,True,1
1993.7769194596656,51,0,5,1,0,False,False,False,True,True,False,False,False,False,False,True,False,1
2132.557084721233,48,1,10,3,1,False,False,False,False,False,False,True,False,False,False,True,False,2
2150.786710238623,68,0,1,3,0,False,True,False,False,True,False,False,False,False,False,True,False,1
2303.051475189634,52,0,18,4,1,False,False,False,False,True,False,False,False,False,False,True,False,1
2573.580671347022,47,1,12,2,1,False,False,False,False,False,False,False,True,False,False,False,True,3
1745.2160111116443,61,0,7,4,1,False,False,True,False,False,False,False,True,False,True,False,False,3
2348.4476811506324,57,1,12,4,1,False,True,False,False,False,True,False,False,False,False,True,False,0
1663.5696464275418,23,0,1,4,0,False,True,False,False,False,False,False,True,False,True,False,False,3
1861.0008021508352,58,1,12,3,1,True,False,False,False,False,False,False,False,False,False,True,False,1
1107.5641068472332,24,1,5,1,0,False,False,False,False,False,False,False,True,True,False,False,False,3
1825.6501063808912,54,1,10,5,1,False,False,False,True,False,False,False,True,False,False,True,False,3
1815.5627424331751,19,0,19,5,0,False,False,False,True,False,True,False,False,False,False,True,False,0
2423.392159911244,48,1,13,3,1,False,False,False,True,False,True,False,False,False,False,False,True,0
1782.2762993894548,62,0,6,3,0,True,False,False,False,False,False,True,False,False,True,False,False,2
1289.6172730143346,57,0,3,1,0,False,False,False,False,False,False,False,True,False,True,False,False,3
1210.3090460888272,50,1,7,3,1,False,True,False,False,False,False,False,True,True,False,False,False,3
2652.6372495098585,18,1,13,5,1,False,False,True,False,False,False,False,True,False,False,False,True,3
1520.821630356429,19,1,3,3,0,True,False,False,False,True,False,False,False,False,True,False,False,1
2342.989265316976,23,0,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,1
1639.669208427792,54,1,19,3,1,False,False,False,False,False,False,False,False,False,True,False,False,0
2329.405276066154,40,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True,False,1
889.5237021781904,51,1,2,3,1,False,False,False,True,True,False,False,False,True,False,False,False,1
1852.9166018936337,28,0,7,4,0,False,False,False,False,False,True,False,False,False,False,True,False,0
1447.53041866861,54,0,3,2,0,False,False,False,True,False,True,False,False,False,True,False,False,0
909.5710225089148,25,0,16,5,0,True,False,False,False,True,False,False,False,True,False,False,False,1
2723.0217442587514,50,0,10,4,1,False,False,False,False,False,False,False,True,False,False,False,True,3
2939.851329852623,39,1,12,3,1,False,False,False,False,False,False,False,False,False,False,False,True,1
1232.2919512767892,44,0,14,1,0,False,False,False,True,True,False,False,False,False,True,False,False,1
206.04328427409047,52,1,16,5,1,True,False,False,False,False,False,True,False,False,False,False,False,2
878.5841271051249,31,0,17,3,0,False,True,False,False,False,False,True,False,True,False,False,False,2
682.7500198796579,52,0,11,1,0,False,False,False,False,False,True,False,False,True,False,False,False,0
1096.9299549052264,39,0,13,1,0,False,False,False,False,False,True,False,False,True,False,False,False,0
2897.5463171220085,62,0,9,1,0,False,False,False,False,False,False,True,False,False,False,False,True,2
287.64174136547666,42,0,2,2,0,False,False,False,False,False,False,False,True,False,False,False,False,3
2950.631473718646,48,0,1,5,1,False,True,False,False,True,False,False,False,False,False,False,True,1
1313.8525676031363,53,1,8,3,1,False,False,False,False,False,False,False,False,False,True,False,False,0
2256.76514936796,53,1,3,4,1,False,False,False,True,True,False,False,False,False,False,True,False,1
1437.68682077672,69,1,5,3,1,False,False,True,False,True,False,False,False,False,True,False,False,1
1887.3864881556308,50,1,9,3,1,False,False,False,True,False,False,False,False,False,False,True,False,1
698.3098589845557,45,1,4,4,1,True,False,False,False,False,True,False,False,True,False,False,False,0
1854.0354940230677,35,0,6,2,0,False,False,False,False,False,False,False,False,False,False,True,False,1
1909.2403601008875,31,0,16,1,0,False,False,False,True,False,False,False,True,False,False,True,False,3
1315.8592891095043,52,0,9,1,0,False,True,False,False,False,True,False,False,False,True,False,False,0
2737.20809694937,40,0,6,2,0,False,False,True,False,False,False,True,False,False,False,False,True,2
1060.3989315014037,23,1,15,5,1,False,False,False,False,True,False,False,False,True,False,False,False,1
150.1229098047285,23,1,10,3,0,False,True,False,False,False,False,False,True,False,False,False,False,3
2460.0253275789883,46,1,13,1,1,False,False,True,False,True,False,False,False,False,False,False,True,1
401.8987847703025,40,0,14,1,0,False,False,False,False,False,False,False,False,False,False,False,False,0
2760.17903975797,61,0,8,3,0,False,False,False,True,False,False,False,False,False,False,False,True,1
643.5258687199777,47,0,17,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
2000.112167937795,58,0,16,5,1,False,False,False,False,False,False,True,False,False,False,True,False,2
893.7275241651945,41,1,2,1,1,False,False,True,False,False,False,True,False,True,False,False,False,2
1727.687007782515,53,1,15,4,1,False,False,True,False,False,False,False,True,False,True,False,False,3
1958.0512066643823,69,0,13,2,0,False,False,True,False,True,False,False,False,False,False,True,False,1
2633.152466806863,59,1,15,1,1,False,True,False,False,False,True,False,False,False,False,False,True,0
2067.063196913815,27,0,7,5,0,False,False,False,True,False,True,False,False,False,False,True,False,0
1722.1063320379726,34,1,17,2,1,False,False,True,False,False,False,False,True,False,True,False,False,3
1035.9558426552812,57,0,4,1,0,False,False,True,False,False,False,False,True,True,False,False,False,3
1216.6023794419723,58,1,16,3,1,False,False,True,False,False,False,False,False,True,False,False,False,0
2078.3751507687184,33,1,7,1,1,False,False,True,False,False,False,False,True,False,False,True,False,3
2298.167263692667,43,0,10,5,1,True,False,False,False,True,False,False,False,False,False,True,False,1
2170.241094657143,39,1,15,5,1,False,False,False,False,False,False,False,True,False,False,True,False,3
2855.4022914700477,52,0,1,1,0,False,False,True,False,True,False,False,False,False,False,False,True,1
2033.833501103652,55,1,3,1,1,False,True,False,False,False,False,False,True,False,False,True,False,3
2442.850601831581,63,1,18,5,1,False,False,True,False,False,True,False,False,False,False,False,True,0
1135.8973641379323,43,1,14,3,1,False,False,False,False,False,False,False,True,True,False,False,False,3
1895.501849112028,52,0,19,4,1,False,False,True,False,False,False,False,True,False,False,True,False,3
1113.486262822688,33,0,13,1,0,False,False,True,False,True,False,False,False,True,False,False,False,1
1596.915321700838,60,0,7,4,1,False,True,False,False,False,False,False,True,False,True,False,False,3
2190.2000996737465,31,1,18,4,1,True,False,False,False,True,False,False,False,False,False,True,False,1
2383.316886537613,50,1,18,1,1,False,False,False,False,False,False,True,False,False,False,False,True,2
1606.6135032748168,25,0,1,2,0,False,False,True,False,False,False,False,True,False,True,False,False,3
144.10891955916554,38,0,9,2,0,False,False,False,False,False,False,False,False,False,False,False,False,0
894.964152034135,18,0,7,2,0,False,False,False,False,False,True,False,False,True,False,False,False,0
743.1162539791837,49,0,18,2,0,False,False,True,False,False,True,False,False,True,False,False,False,0
2573.5312038552893,31,0,15,3,0,False,False,False,False,False,False,True,False,False,False,False,True,2
2056.106676784643,50,1,16,1,1,False,False,True,False,False,False,False,True,False,False,True,False,3
1357.130800434794,31,1,16,4,1,True,False,False,False,False,True,False,False,False,True,False,False,0
1041.744225885516,67,0,15,5,1,False,False,True,False,False,False,False,True,True,False,False,False,3
1263.2760528828635,21,1,16,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0
1946.4266803740857,68,1,15,5,1,False,True,False,False,False,False,False,False,False,False,True,False,1
2127.800927299534,58,1,5,2,1,False,False,False,False,False,False,False,False,False,False,True,False,1
752.9558720085558,61,1,2,3,1,True,False,False,False,False,False,False,True,True,False,False,False,3
1113.521454347736,36,1,6,4,1,False,False,False,True,False,True,False,False,True,False,False,False,0
1541.380253135379,41,1,2,3,1,False,False,False,True,False,False,True,False,False,True,False,False,2
2691.3195749173788,56,0,11,4,1,True,False,False,False,True,False,False,False,False,False,False,True,1
305.2419232059764,18,0,16,4,0,False,False,False,True,False,False,True,False,False,False,False,False,2
2004.5072629270949,52,0,2,2,0,False,False,False,True,False,False,True,False,False,False,True,False,2
631.2060542250263,58,1,6,3,1,True,False,False,False,False,False,True,False,False,False,False,False,2
1668.0065950471771,33,1,7,4,1,False,False,False,False,False,False,True,False,False,True,False,False,2
306.08504436443775,47,0,14,4,1,True,False,False,False,True,False,False,False,False,False,False,False,1
2786.2189940034777,38,0,7,2,0,False,False,True,False,False,False,False,False,False,False,False,True,1
2437.496069816139,18,1,11,1,0,False,False,True,False,False,False,False,True,False,False,False,True,3
2285.8923543161404,58,1,14,1,1,False,False,True,False,False,True,False,False,False,False,True,False,0
1908.8110170317048,18,1,5,5,1,False,False,True,False,False,False,False,True,False,False,True,False,3
1872.5148672302244,22,0,16,1,0,False,True,False,False,False,False,False,True,False,False,True,False,3
1909.155379136824,40,0,11,5,1,False,True,False,False,True,False,False,False,False,False,True,False,1
2920.143852968892,35,0,14,3,0,False,False,False,True,False,False,False,False,False,False,False,True,1
400.1667384346393,19,0,7,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0
2409.107154605812,29,1,2,3,0,False,True,False,False,True,False,False,False,False,False,False,True,1
141.50328849198087,18,1,13,1,0,False,False,False,False,False,False,True,False,False,False,False,False,2
2729.6660387787315,36,1,2,3,1,False,False,False,False,False,False,False,False,False,False,False,True,1
2330.699143373209,45,1,6,3,1,False,False,False,False,False,False,False,True,False,False,True,False,3
2250.6901185315305,18,0,19,4,0,False,False,False,False,True,False,False,False,False,False,True,False,1
864.7020927380277,59,1,15,3,1,False,False,True,False,True,False,False,False,True,False,False,False,1
1879.6279908974916,54,0,15,4,1,False,False,True,False,True,False,False,False,False,False,True,False,1
503.1329167031725,61,1,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0
2247.6993186312548,31,0,14,2,0,True,False,False,False,False,False,False,True,False,False,True,False,3
2719.2368895306504,36,1,3,5,1,False,False,False,True,False,False,True,False,False,False,False,True,2
1344.4896637162492,64,1,10,3,1,False,False,False,False,False,True,False,False,False,True,False,False,0
733.0443794175014,44,1,13,4,1,False,False,True,False,False,False,True,False,True,False,False,False,2
614.7603601751732,57,1,19,2,1,False,True,False,False,False,True,False,False,False,False,False,False,0
1759.9320488955975,33,1,14,3,1,False,True,False,False,False,False,True,False,False,True,False,False,2
287.073233047602,19,0,3,1,0,False,False,False,False,True,False,False,False,False,False,False,False,1
2073.6638301065777,68,0,6,4,1,True,False,False,False,True,False,False,False,False,False,True,False,1
1134.9222627812685,20,1,14,2,0,False,False,False,False,False,False,False,False,True,False,False,False,0
